drugbank_id,drug_name,relationship_type,target_name,gene_name,uniprot_id,action
DB00228,Enflurane,target,Calcium-transporting ATPase type 2C member 1,ATP2C1,P98194,inhibitor
DB00228,Enflurane,target,Glutamate (NMDA) receptor,GRIN1,Q05586,antagonist
DB00228,Enflurane,target,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ATP2A1,O14983,inhibitor; stimulator
DB00228,Enflurane,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB00228,Enflurane,carrier,Albumin,ALB,P02768,binder
DB00233,Aminosalicylic acid,target,Dihydrofolate reductase,DHFR,P00374,modulator
DB00233,Aminosalicylic acid,target,Prostaglandin G/H synthase 1,PTGS1,P23219,modulator
DB00233,Aminosalicylic acid,target,Prostaglandin G/H synthase 2,PTGS2,P35354,inhibitor
DB00233,Aminosalicylic acid,target,Inhibitor of nuclear factor kappa-B kinase subunit alpha,CHUK,O15111,inhibitor
DB00233,Aminosalicylic acid,target,Polyunsaturated fatty acid 5-lipoxygenase,ALOX5,P09917,inhibitor
DB00233,Aminosalicylic acid,target,Group IIE secretory phospholipase A2,PLA2G2E,Q9NZK7,unknown
DB00233,Aminosalicylic acid,enzyme,Myeloperoxidase,MPO,P05164,inhibitor
DB00238,Nevirapine,target,Reverse transcriptase/RNaseH,pol,Q72547,inhibitor
DB00238,Nevirapine,target,Gag-Pol polyprotein,gag-pol,P03366,modulator
DB00238,Nevirapine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00238,Nevirapine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inhibitor
DB00238,Nevirapine,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00238,Nevirapine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inducer
DB00238,Nevirapine,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate; inducer
DB00238,Nevirapine,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00238,Nevirapine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inducer
DB00238,Nevirapine,enzyme,Cytochrome P450 2A6,CYP2A6,P11509,substrate
DB00238,Nevirapine,carrier,Albumin,ALB,P02768,
DB00238,Nevirapine,transporter,Solute carrier family 22 member 1,SLC22A1,O15245,inhibitor
DB00244,Mesalazine,target,Prostaglandin G/H synthase 2,PTGS2,P35354,inhibitor
DB00244,Mesalazine,target,Prostaglandin G/H synthase 1,PTGS1,P23219,inhibitor
DB00244,Mesalazine,target,Polyunsaturated fatty acid 5-lipoxygenase,ALOX5,P09917,inhibitor
DB00244,Mesalazine,target,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,agonist
DB00244,Mesalazine,target,Inhibitor of nuclear factor kappa-B kinase subunit alpha,CHUK,O15111,inhibitor
DB00244,Mesalazine,target,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKBKB,O14920,inhibitor
DB00244,Mesalazine,target,"Nitric oxide synthase, inducible",NOS2,P35228,inhibitor
DB00244,Mesalazine,enzyme,Arylamine N-acetyltransferase 1,NAT1,P18440,substrate
DB00244,Mesalazine,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,substrate
DB00244,Mesalazine,transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,Q9NPD5,substrate
DB00244,Mesalazine,transporter,Solute carrier organic anion transporter family member 2B1,SLCO2B1,O94956,substrate
DB00246,Ziprasidone,target,D(2) dopamine receptor,DRD2,P14416,antagonist
DB00246,Ziprasidone,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,antagonist
DB00246,Ziprasidone,target,5-hydroxytryptamine receptor 1A,HTR1A,P08908,agonist
DB00246,Ziprasidone,target,5-hydroxytryptamine receptor 1D,HTR1D,P28221,antagonist
DB00246,Ziprasidone,target,5-hydroxytryptamine receptor 2C,HTR2C,P28335,antagonist
DB00246,Ziprasidone,target,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,P36544,binder
DB00246,Ziprasidone,target,D(1A) dopamine receptor,DRD1,P21728,antagonist
DB00246,Ziprasidone,target,D(1B) dopamine receptor,DRD5,P21918,antagonist
DB00246,Ziprasidone,target,D(3) dopamine receptor,DRD3,P35462,antagonist
DB00246,Ziprasidone,target,D(4) dopamine receptor,DRD4,P21917,antagonist
DB00246,Ziprasidone,target,5-hydroxytryptamine receptor 1B,HTR1B,P28222,antagonist
DB00246,Ziprasidone,target,5-hydroxytryptamine receptor 1E,HTR1E,P28566,antagonist
DB00246,Ziprasidone,target,5-hydroxytryptamine receptor 6,HTR6,P50406,antagonist
DB00246,Ziprasidone,target,5-hydroxytryptamine receptor 7,HTR7,P34969,antagonist
DB00246,Ziprasidone,target,Histamine H1 receptor,HRH1,P35367,antagonist
DB00246,Ziprasidone,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB00246,Ziprasidone,target,Alpha-1B adrenergic receptor,ADRA1B,P35368,antagonist
DB00246,Ziprasidone,target,Alpha-2A adrenergic receptor,ADRA2A,P08913,antagonist
DB00246,Ziprasidone,target,Alpha-2B adrenergic receptor,ADRA2B,P18089,antagonist
DB00246,Ziprasidone,target,Alpha-2C adrenergic receptor,ADRA2C,P18825,antagonist
DB00246,Ziprasidone,target,Muscarinic acetylcholine receptor M1,CHRM1,P11229,antagonist
DB00246,Ziprasidone,target,Muscarinic acetylcholine receptor M2,CHRM2,P08172,antagonist
DB00246,Ziprasidone,target,Muscarinic acetylcholine receptor M3,CHRM3,P20309,antagonist
DB00246,Ziprasidone,target,Muscarinic acetylcholine receptor M4,CHRM4,P08173,antagonist
DB00246,Ziprasidone,target,Muscarinic acetylcholine receptor M5,CHRM5,P08912,antagonist
DB00246,Ziprasidone,target,5-hydroxytryptamine 3 receptor,HTR3A,P46098,antagonist
DB00246,Ziprasidone,target,5-hydroxytryptamine receptor 5A,HTR5A,P47898,antagonist
DB00246,Ziprasidone,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00246,Ziprasidone,enzyme,Aldehyde oxidase,AOX1,Q06278,substrate
DB00246,Ziprasidone,carrier,Albumin,ALB,P02768,
DB00246,Ziprasidone,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,
DB00246,Ziprasidone,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,
DB00250,Dapsone,target,Inactive dihydropteroate synthase 2,folP2,P0C0X2,inhibitor
DB00250,Dapsone,target,Dihydropteroate synthase,folP1,P0C0X1,inhibitor
DB00250,Dapsone,enzyme,Myeloperoxidase,MPO,P05164,substrate
DB00250,Dapsone,enzyme,Cytochrome P450 2C18,CYP2C18,P33260,substrate
DB00250,Dapsone,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate; inducer
DB00250,Dapsone,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB00250,Dapsone,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00250,Dapsone,enzyme,Flavin-containing monooxygenase 3,FMO3,P31513,substrate
DB00250,Dapsone,enzyme,Prostaglandin G/H synthase 1,PTGS1,P23219,substrate
DB00250,Dapsone,enzyme,Prostaglandin G/H synthase 2,PTGS2,P35354,substrate
DB00250,Dapsone,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00250,Dapsone,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00250,Dapsone,enzyme,Arylamine N-acetyltransferase 2,NAT2,P11245,substrate
DB00250,Dapsone,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00250,Dapsone,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00252,Phenytoin,target,Sodium channel protein type 5 subunit alpha,SCN5A,Q14524,inhibitor
DB00252,Phenytoin,target,Sodium channel protein type 1 subunit alpha,SCN1A,P35498,inhibitor
DB00252,Phenytoin,target,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,Q12809,inhibitor
DB00252,Phenytoin,target,Voltage-dependent L-type calcium channel,CACNA1C,Q13936,inhibitor
DB00252,Phenytoin,target,Sodium channel protein type 2 subunit alpha,SCN2A,Q99250,inhibitor
DB00252,Phenytoin,target,Sodium channel protein type 8 subunit alpha,SCN8A,Q9UQD0,inhibitor
DB00252,Phenytoin,target,Nuclear receptor subfamily 1 group I member 2,NR1I2,O75469,agonist
DB00252,Phenytoin,target,Sodium channel regulatory subunit beta-1,SCN1B,Q07699,inhibitor
DB00252,Phenytoin,target,Sodium channel protein type 3 subunit alpha,SCN3A,Q9NY46,inhibitor
DB00252,Phenytoin,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate; inhibitor; inducer
DB00252,Phenytoin,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inducer
DB00252,Phenytoin,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate; inducer
DB00252,Phenytoin,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate; inducer
DB00252,Phenytoin,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inducer
DB00252,Phenytoin,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate; inducer
DB00252,Phenytoin,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate; inducer
DB00252,Phenytoin,enzyme,"Cytochrome P450 11B1, mitochondrial",CYP11B1,P15538,inhibitor
DB00252,Phenytoin,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate; inducer
DB00252,Phenytoin,enzyme,UDP-glucuronosyltransferase 1A6,UGT1A6,P19224,substrate; inhibitor
DB00252,Phenytoin,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,O60656,substrate; inhibitor
DB00252,Phenytoin,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inducer
DB00252,Phenytoin,enzyme,Cytochrome P450 2A6,CYP2A6,P11509,substrate
DB00252,Phenytoin,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00252,Phenytoin,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB00252,Phenytoin,enzyme,Epoxide hydrolase 1,EPHX1,P07099,substrate
DB00252,Phenytoin,enzyme,UDP-glucuronosyltransferase 1A4,UGT1A4,P22310,substrate
DB00252,Phenytoin,enzyme,Catechol O-methyltransferase,COMT,P21964,substrate
DB00252,Phenytoin,enzyme,NAD(P)H dehydrogenase [quinone] 1,NQO1,P15559,substrate
DB00252,Phenytoin,enzyme,Cytochrome P450 2C18,CYP2C18,P33260,substrate
DB00252,Phenytoin,carrier,Albumin,ALB,P02768,
DB00252,Phenytoin,carrier,Thyroxine-binding globulin,SERPINA7,P05543,substrate
DB00252,Phenytoin,transporter,Solute carrier organic anion transporter family member 1C1,SLCO1C1,Q9NYB5,inhibitor
DB00252,Phenytoin,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00252,Phenytoin,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB00259,Sulfanilamide,target,Dihydropteroate synthase,folP,P0AC13,inhibitor
DB00263,Sulfisoxazole,target,Dihydropteroate synthase,folP,P0AC13,inhibitor
DB00263,Sulfisoxazole,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor
DB00264,Metoprolol,target,Beta-1 adrenergic receptor,ADRB1,P08588,antagonist
DB00264,Metoprolol,target,Beta-2 adrenergic receptor,ADRB2,P07550,antagonist
DB00264,Metoprolol,target,Beta adrenergic receptor,ADRB1,P08588,inhibitor
DB00264,Metoprolol,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00264,Metoprolol,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00264,Metoprolol,carrier,Albumin,ALB,P02768,binder
DB00264,Metoprolol,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,inhibitor
DB00281,Lidocaine,target,Sodium channel protein type 10 subunit alpha,SCN10A,Q9Y5Y9,inhibitor
DB00281,Lidocaine,target,Sodium channel protein type 9 subunit alpha,SCN9A,Q15858,inhibitor
DB00281,Lidocaine,target,Sodium channel protein type 5 subunit alpha,SCN5A,Q14524,inhibitor
DB00281,Lidocaine,target,Sodium channel protein type 11 subunit alpha,SCN11A,Q9UI33,blocker
DB00281,Lidocaine,target,Epidermal growth factor receptor,EGFR,P00533,antagonist
DB00281,Lidocaine,target,Sodium channel protein type 4 subunit alpha,SCN4A,P35499,
DB00281,Lidocaine,target,Alpha-1-acid glycoprotein 1,ORM1,P02763,
DB00281,Lidocaine,target,Alpha-1-acid glycoprotein 2,ORM2,P19652,
DB00281,Lidocaine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00281,Lidocaine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00281,Lidocaine,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00281,Lidocaine,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00281,Lidocaine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate; inhibitor
DB00281,Lidocaine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00281,Lidocaine,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00281,Lidocaine,enzyme,Cytochrome P450 2A6,CYP2A6,P11509,substrate
DB00281,Lidocaine,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate
DB00281,Lidocaine,transporter,Organic cation/carnitine transporter 2,SLC22A5,O76082,inhibitor
DB00281,Lidocaine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB00285,Venlafaxine,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB00285,Venlafaxine,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB00285,Venlafaxine,target,Sodium-dependent dopamine transporter,SLC6A3,Q01959,inhibitor
DB00285,Venlafaxine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00285,Venlafaxine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00285,Venlafaxine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00285,Venlafaxine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00285,Venlafaxine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor
DB00285,Venlafaxine,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,inducer
DB00289,Atomoxetine,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB00289,Atomoxetine,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB00289,Atomoxetine,target,NMDA receptor,GRIN1,Q05586,blocker
DB00289,Atomoxetine,target,G protein-activated inward rectifier potassium channel 1,KCNJ3,P48549,inhibitor
DB00289,Atomoxetine,target,Kappa-type opioid receptor,OPRK1,P41145,partial agonist
DB00289,Atomoxetine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00289,Atomoxetine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00289,Atomoxetine,carrier,Albumin,ALB,P02768,binder
DB00289,Atomoxetine,carrier,alpha1-acid glycoprotein,ORM1,P02763,binder
DB00289,Atomoxetine,carrier,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,P12314,binder
DB00295,Morphine,target,Mu-type opioid receptor,OPRM1,P35372,agonist
DB00295,Morphine,target,Kappa-type opioid receptor,OPRK1,P41145,agonist
DB00295,Morphine,target,Delta-type opioid receptor,OPRD1,P41143,agonist
DB00295,Morphine,target,Lymphocyte antigen 96,LY96,Q9Y6Y9,activator
DB00295,Morphine,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00295,Morphine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00295,Morphine,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,substrate
DB00295,Morphine,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate
DB00295,Morphine,enzyme,UDP-glucuronosyltransferase 1A8,UGT1A8,Q9HAW9,substrate
DB00295,Morphine,enzyme,UDP-glucuronosyltransferase 2B15,UGT2B15,P54855,substrate
DB00295,Morphine,enzyme,UDP-glucuronosyltransferase 2B4,UGT2B4,P06133,substrate
DB00295,Morphine,enzyme,UDP-glucuronosyltransferase 1A3,UGT1A3,P35503,substrate
DB00295,Morphine,carrier,Albumin,ALB,P02768,binder
DB00295,Morphine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00300,Tenofovir disoproxil,target,Reverse transcriptase/RNaseH,pol,Q72547,inhibitor
DB00300,Tenofovir disoproxil,target,Gag-Pol polyprotein,gag-pol,P03366,modulator
DB00300,Tenofovir disoproxil,target,Protein P,P,P24024,inhibitor
DB00300,Tenofovir disoproxil,enzyme,"Adenylate kinase 2, mitochondrial",AK2,P54819,substrate
DB00300,Tenofovir disoproxil,enzyme,"Adenylate kinase 4, mitochondrial",AK4,P27144,substrate
DB00300,Tenofovir disoproxil,enzyme,Nucleoside diphosphokinase,NME1,P15531,substrate
DB00300,Tenofovir disoproxil,enzyme,Creatine Kinases,CKB,P12277,substrate; inducer
DB00300,Tenofovir disoproxil,transporter,Solute carrier family 22 member 6,SLC22A6,Q4U2R8,substrate
DB00300,Tenofovir disoproxil,transporter,Organic anion transporter 3,SLC22A8,Q8TCC7,substrate
DB00300,Tenofovir disoproxil,transporter,ATP-binding cassette sub-family C member 10,ABCC10,Q5T3U5,substrate
DB00300,Tenofovir disoproxil,transporter,ATP-binding cassette sub-family C member 4,ABCC4,O15439,substrate
DB00300,Tenofovir disoproxil,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB00300,Tenofovir disoproxil,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor
DB00313,Valproic acid,target,Histone deacetylase 9,HDAC9,Q9UKV0,inhibitor
DB00313,Valproic acid,target,Glycogen synthase kinase-3 alpha,GSK3A,P49840,inhibitor
DB00313,Valproic acid,target,"4-aminobutyrate aminotransferase, mitochondrial",ABAT,P80404,inhibitor
DB00313,Valproic acid,target,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",ACADSB,P45954,inhibitor
DB00313,Valproic acid,target,2-oxoglutarate dehydrogenase complex component E1,OGDH,Q02218,inhibitor
DB00313,Valproic acid,target,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,P51649,inhibitor
DB00313,Valproic acid,target,Sodium channel protein,SCN1A,P35498,inhibitor
DB00313,Valproic acid,target,Histone deacetylase 2,HDAC2,Q92769,inhibitor
DB00313,Valproic acid,target,Peroxisome proliferator-activated receptor alpha,PPARA,Q07869,agonist
DB00313,Valproic acid,target,Peroxisome proliferator-activated receptor delta,PPARD,Q03181,agonist
DB00313,Valproic acid,target,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,agonist
DB00313,Valproic acid,target,Histone deacetylase,HDAC1,Q13547,inhibitor
DB00313,Valproic acid,target,Cyclin-dependent kinase inhibitor 1,CDKN1A,P38936,regulator
DB00313,Valproic acid,target,Hepatocyte growth factor,HGF,P14210,inhibitor
DB00313,Valproic acid,target,Ornithine decarboxylase,ODC1,P11926,downregulator
DB00313,Valproic acid,target,Programmed cell death 1 ligand 1,CD274,Q9NZQ7,downregulator
DB00313,Valproic acid,enzyme,Cytochrome P450 2A6,CYP2A6,P11509,substrate
DB00313,Valproic acid,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate
DB00313,Valproic acid,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate; inhibitor
DB00313,Valproic acid,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00313,Valproic acid,enzyme,Prostaglandin G/H synthase 1,PTGS1,P23219,substrate
DB00313,Valproic acid,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inhibitor
DB00313,Valproic acid,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB00313,Valproic acid,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,inhibitor
DB00313,Valproic acid,enzyme,UDP-glucuronosyltransferase 1A4,UGT1A4,P22310,substrate
DB00313,Valproic acid,enzyme,UDP-glucuronosyltransferase 1A8,UGT1A8,Q9HAW9,substrate
DB00313,Valproic acid,enzyme,UDP-glucuronosyltransferase 1A10,UGT1A10,Q9HAW8,substrate
DB00313,Valproic acid,enzyme,UDP-glucuronosyltransferase 1A6,UGT1A6,P19224,substrate
DB00313,Valproic acid,enzyme,UDP-glucuronosyltransferase 1A3,UGT1A3,P35503,substrate
DB00313,Valproic acid,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,substrate
DB00313,Valproic acid,enzyme,UDP-glucuronosyltransferase 2B15,UGT2B15,P54855,substrate
DB00313,Valproic acid,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,O60656,substrate
DB00313,Valproic acid,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate; inhibitor
DB00313,Valproic acid,carrier,Albumin,ALB,P02768,
DB00313,Valproic acid,transporter,Solute carrier family 22 member 6,SLC22A6,Q4U2R8,inhibitor
DB00313,Valproic acid,transporter,Organic anion transporter 3,SLC22A8,Q8TCC7,substrate; inhibitor
DB00313,Valproic acid,transporter,Organic cation/carnitine transporter 2,SLC22A5,O76082,inhibitor
